,225,468,798,1269,1588,1693,2260,2285,2189,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2016-04-22 00:00:00,1.138749955,0.12775000150000002,3.9497500050000003,2.550000015,2.06650001,1.8109999875000002,0.94449996875,1.0579999975,4.916750072500001,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,4,3,5,3,22,29,94,0.0,1027,5,2,29,12,HU1
2016-04-22 01:00:00,1.1664999699999998,0.1390000005,3.7969999625,2.3139999799999997,1.8527500025,1.70850003,0.77799999725,1.0222499975000001,4.305500029999999,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,4,2,5,2,23,25,93,0.0,1027,5,5,31,13,HU1
2016-04-22 02:00:00,1.1664999699999998,0.17225000075,3.622499885,2.0999999625,1.8662499774999999,1.6777500225000002,0.7224999965000001,1.0167499930000001,4.11100006,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,4,2,5,2,24,20,92,0.0,1026,5,7,34,13,HU1
2016-04-22 03:00:00,1.3329999725000001,0.12225000175,3.7639999674999998,2.1249999725,1.9335000225,1.6612499975000001,0.77799999725,1.0417499825,4.2777501325,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,3,1,5,1,26,16,91,0.0,1026,5,10,36,14,HU1
2016-04-22 04:00:00,1.3329999725000001,0.183249999,4.5665000099999995,2.2390000225,2.61399996,1.9445000000000001,1.3889999975,1.164250015,5.7777500150000005,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,3,2,5,2,22,19,89,0.0,1026,5,10,30,12,HU1
2016-04-22 05:00:00,2.2497499575,0.63899999225,6.8749999125,2.9307499825,5.7332500225,3.2417500025000003,3.222250045,2.2249999625,10.33325005,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,4,3,5,3,18,22,88,0.0,1026,5,10,24,11,HU1
2016-04-22 06:00:00,4.222250045,1.2557499975,10.4889999725,4.4555000074999995,9.9692499725,5.17499995,5.555750012500001,4.01124996,18.222250000000003,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,4,4,6,4,14,26,86,0.0,1026,6,10,18,9,HU1
2016-04-22 07:00:00,4.6109999424999994,1.3972499975000001,12.21675005,5.088750005,10.53625015,5.1944999725,5.63899994,4.31099987,21.111249925000003,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,3,4,7,4,15,23,79,0.0,1026,7,10,28,12,HU1
2016-04-22 08:00:00,4.7222501025,1.1222499899999998,13.649750049999998,5.239000022499999,9.905500187500001,4.6054999825,4.8890000575000006,3.77474993,19.833250075,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,3,5,8,5,17,20,73,0.0,1025,8,10,38,14,HU1
2016-04-22 09:00:00,5.472249985,1.06399998275,13.497000125,5.25274998,9.0027501575,4.3777500400000005,4.1109999424999994,3.536000015,19.111000025,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,3,6,9,6,18,17,66,0.0,1025,8,10,48,16,HU1
2016-04-22 10:00:00,4.4164999725,0.97224999925,11.941999875,4.308249979999999,8.4110000125,4.524999975,4.083250045,3.3859999775,17.472000100000002,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,6,9,6,18,17,63,0.0,1025,9,10,48,16,HU1
2016-04-22 11:00:00,3.88900006,0.98325000675,12.5474999,4.313750000000001,7.2777500150000005,3.6722499724999995,3.5000000024999998,2.774999975,16.249999975,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,7,9,7,18,17,61,0.0,1024,9,10,49,15,HU1
2016-04-22 12:00:00,4.00000006,1.0835,12.11924985,4.4920000725,7.255500079999999,4.3502501250000005,3.277499975,2.7970000500000003,15.861249925,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,7,10,7,17,17,58,0.0,1024,10,10,49,15,HU1
2016-04-22 13:00:00,3.8335000275,1.1167500035000002,11.830249975,5.169750035,7.8470000025,3.73049998,3.36099994,2.5584999325,15.444250075,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,7,9,7,19,19,59,0.0,1024,9,10,49,16,HU1
2016-04-22 14:00:00,4.4165000899999995,0.6582500042499999,11.961249975,4.98325002,7.3497500425,4.07500005,3.6109999999999998,2.9472500075,14.166500099999999,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,7,9,7,20,22,60,0.0,1023,9,10,48,17,HU1
2016-04-22 15:00:00,4.4165000899999995,1.0085000100000001,12.822499950000001,5.3442499925,9.0057499425,4.272000074999999,4.305500090000001,3.225000025,16.888999925,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,6,9,6,21,24,60,0.0,1022,9,10,48,18,HU1
2016-04-22 16:00:00,4.5002499825,1.0057499710000002,12.583250000000001,5.6945000275,9.755500077499999,5.516749975,5.3612500425,3.464000045,18.5279999,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,6,8,6,21,35,64,0.0,1022,8,10,39,17,HU1
2016-04-22 17:00:00,5.1387499575,1.178000001,11.2142499,6.0914999825,11.488749975000001,6.8555001025,6.11125016,3.92500001,21.222000125,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,5,8,5,20,47,67,0.0,1022,8,10,31,15,HU1
2016-04-22 18:00:00,5.110999825,0.92475001425,10.75300005,5.3302499674999995,10.9832501325,5.710999965,5.3890000575000006,3.6472499949999997,20.083499924999998,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,4,7,4,20,58,70,0.0,1022,7,10,22,14,HU1
2016-04-22 19:00:00,4.1392500425,1.0749999885000001,9.4054999725,4.7612499900000005,8.480750085,4.64174998,4.444499852500001,3.3277500275,16.888999950000002,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,2,3,6,3,22,43,75,0.0,1022,6,10,16,14,HU1
2016-04-22 20:00:00,3.3887500175,0.8470000035,7.9385000175,3.9225000425,7.7944999925000005,4.5195000175,3.972250045,2.75274992,15.194250124999998,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,1,1,4,1,24,27,81,0.0,1022,4,10,10,13,HU1
2016-04-22 21:00:00,2.94450003,0.60549999775,7.000000002499999,3.3889999375,5.908249975,3.67499995,2.8055000325,2.286249995,12.722000099999999,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,1,0,3,0,26,11,86,0.0,1022,3,10,4,13,HU1
2016-04-22 22:00:00,2.3887500175,0.42500000450000003,5.3967500025,3.047499985,4.5610000475,3.3000000700000003,2.333000005,1.74174997,9.916500104999999,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,1,0,3,0,25,14,87,0.0,1022,3,10,116,12,HU1
2016-04-22 23:00:00,1.8890000000000002,0.261000004,4.091500045,2.5195000149999998,3.3194999099999998,2.3332499275,1.527749985,1.4027499875,7.388999940000001,10,3,0.0,14.5,2,100,08:32 PM,06:12 AM,05:45 AM,08:16 PM,1,0,3,0,23,17,89,0.0,1022,3,10,228,12,HU1
2016-04-23 00:00:00,1.4444999650000003,0.172249999,3.2664998025,2.2332499775,2.649999975,1.8640000225,1.1942499874999999,1.200000015,5.8609999424999994,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,1,-1,3,-1,22,19,91,0.0,1023,2,10,340,11,HU1
2016-04-23 01:00:00,1.2219999700000002,0.094500002,3.0972500875,2.013749975,2.4335000525000003,1.536249995,0.8889999987500001,1.05825001,4.944499970000001,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,1,-1,2,-1,23,23,90,0.0,1022,2,10,341,12,HU1
2016-04-23 02:00:00,1.05549997,0.08900000175,2.8807498674999996,1.8694999975000002,2.1027500325,1.5609999875,0.77799999725,1.0112499895,4.472249985,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,1,-1,2,-1,25,26,90,0.0,1022,2,10,343,12,HU1
2016-04-23 03:00:00,1.249749955,0.08900000175,2.9279999125,1.87774998,1.9000000049999999,1.4835000025,0.8057499975,1.019500018,4.5,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,1,-2,2,-2,26,30,90,0.0,1022,2,10,345,13,HU1
2016-04-23 04:00:00,1.27749997,0.18074999949999998,3.4167499825,2.083250015,2.2807499775,1.589249995,1.05549998475,1.0889999874999998,5.11100006,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,-1,3,-1,25,28,86,0.0,1022,3,10,342,14,HU1
2016-04-23 05:00:00,1.8055000025,0.25,4.4554999625,2.433249995,3.5947500475000003,2.00274998,1.7497499899999998,1.5250000049999999,7.5279999975,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,-1,3,-1,24,27,82,0.0,1022,3,10,339,14,HU1
2016-04-23 06:00:00,3.027749955,0.749999985,7.2277498850000015,3.5780000075,6.3945000175,3.8195000275,3.6667499525,2.81099993,12.583499905,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,0,3,0,23,26,78,0.0,1022,3,10,337,14,HU1
2016-04-23 07:00:00,4.416749955,1.166750012,11.911000009999999,5.06124997,9.7164998175,5.38625002,5.5000001175,4.408250035,19.444250075,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,1,5,1,23,24,72,0.0,1022,5,10,339,16,HU1
2016-04-23 08:00:00,5.22200012,1.56375,13.622499950000002,5.5442500125,12.7722502,6.094499825,6.36100006,4.9805001025,23.36100005,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,2,6,2,23,22,66,0.0,1021,6,10,342,18,HU1
2016-04-23 09:00:00,5.722249985,1.347249985,14.102750025,5.7027499975,12.869500200000001,6.0082499975,5.9722499849999995,5.0082499975,23.638999925,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,3,7,3,24,20,60,0.0,1021,7,10,345,21,HU1
2016-04-23 10:00:00,5.138750075,1.1250000144999999,14.097249875000001,5.4862500425,10.647250175,6.5500000725,5.36125016,4.6167500025,21.499999975,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,4,7,4,22,27,58,0.0,1021,7,10,345,19,HU1
2016-04-23 11:00:00,4.69449997,0.9250000275000001,13.600249925,5.2887500225,10.20000003,5.8499999025,4.7222499849999995,4.028000115,19.972000125,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,5,8,5,21,34,56,0.0,1021,8,10,345,18,HU1
2016-04-23 12:00:00,4.1110000025,0.87774998075,13.010750125000001,4.8779999599999995,9.18874979,6.566749929999999,4.611000059999999,3.0530000349999997,17.888999925,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,6,9,6,19,42,54,0.0,1021,9,10,345,17,HU1
2016-04-23 13:00:00,3.88900006,0.89699999975,12.475,5.080500035,8.533500195,5.1225000625,4.0835000274999995,2.836000025,17.277500124999996,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,6,9,6,22,44,55,0.0,1021,9,10,346,18,HU1
2016-04-23 14:00:00,3.63900006,0.8500000090000001,12.263500025,5.2364999925,7.8527500649999995,4.582999945,3.6945000324999997,3.18325001,16.472249975,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,6,9,6,24,47,55,0.1,1021,9,9,348,20,HU1
2016-04-23 15:00:00,4.3332501625,1.02799999775,12.75000015,5.221999975,8.1054998625,4.91375005,4.2777501325000005,3.539000035,17.722249975,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,5,9,5,26,50,56,0.1,1020,9,9,350,21,HU1
2016-04-23 16:00:00,4.555750130000001,0.952749982,13.177750025,5.5444999625,9.3389999875,5.6527498949999995,4.7224999675,3.8860000375,19.027750025,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,5,8,5,23,67,59,0.1,1020,8,9,350,18,HU1
2016-04-23 17:00:00,4.805749895,1.0612500015,13.08374985,5.6665000325,9.422500135,6.0192499175,5.05550003,3.56374997,19.750000025000002,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,4,7,4,20,83,62,0.0,1020,7,10,350,15,HU1
2016-04-23 18:00:00,4.722249985,1.0502499925,10.83599995,5.469500065,9.5027503975,5.38049996,5.194250105,3.4832499625,18.527999875,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,4,6,4,18,100,66,0.0,1020,6,10,350,13,HU1
2016-04-23 19:00:00,3.55549997,1.02775,8.777500095,5.138999999999999,7.361250045,4.37775004,3.944250045,2.6332499975,14.694250124999998,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,3,6,3,19,100,68,0.0,1020,6,10,343,12,HU1
2016-04-23 20:00:00,3.027750015,0.736249999,7.2752498675,4.308250042500001,6.1750000725000005,3.8500000225,3.1387500175,2.3140000725,13.333250025,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,2,5,2,20,100,70,0.0,1020,5,10,336,12,HU1
2016-04-23 21:00:00,2.5835000275,0.52499999125,6.2695000174999995,3.6194999225,5.4667500275,3.38049996,2.916749955,2.1472499975,11.833499925000002,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,1,4,1,21,100,73,0.0,1020,4,10,329,12,HU1
2016-04-23 22:00:00,2.3887499575,0.37775000174999995,5.1255000225,3.1524999725000002,4.436249912499999,3.1249999975000002,2.3609999375000004,1.8082499825,10.027749995,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,1,4,1,19,92,77,0.0,1020,4,10,324,11,HU1
2016-04-23 23:00:00,1.6390000324999998,0.2415000015,3.930749865,2.84700003,3.1640000374999997,2.3417500275,1.805750045,1.3387499775,7.7220000025,9,2,0.0,13.4,3,83,09:35 PM,06:38 AM,05:42 AM,08:18 PM,0,0,3,0,18,83,81,0.0,1020,3,10,318,10,HU1
2016-04-24 00:00:00,1.36074999,0.1834999975,3.3635,2.6642500175,2.3609999999999998,1.9637499749999998,1.4164999700000003,1.05849999,5.75,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,0,3,0,17,75,85,0.0,1021,2,10,312,9,HU1
2016-04-24 01:00:00,1.305249955,0.11125000200000001,2.9772498325,2.605999975,2.25825,1.7389999925000001,1.13874996975,0.9777500185,5.166749955,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,-1,2,-1,21,74,85,0.0,1020,2,10,310,11,HU1
2016-04-24 02:00:00,1.27749997,0.069750002,2.7830000525000003,2.49449998,2.0304999925,1.7249999649999999,0.9167499834999999,0.93350000775,4.5557500125,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,-2,2,-2,24,73,86,0.0,1020,2,10,308,13,HU1
2016-04-24 03:00:00,1.305249955,0.07800000175,2.8440000425,2.4334999925,1.9084999825000002,1.5859999975,0.9444999995000001,0.90825000425,4.3330000625,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,-3,2,-3,28,72,86,0.0,1020,1,10,307,15,HU1
2016-04-24 04:00:00,1.3052499874999999,0.09450000175,3.1172499374999996,2.4939999875,2.0667499575,1.6637499949999999,0.97224999975,1.2527500095000002,4.611000059999999,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,-2,2,-2,28,67,84,0.0,1020,2,10,307,16,HU1
2016-04-24 05:00:00,1.5834999975000001,0.183250001,4.0027500075,2.85825005,2.911250055,1.963999985,1.5277499825,1.86675003,6.444499970000001,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,-2,2,-2,28,62,82,0.0,1020,2,10,307,17,HU1
2016-04-24 06:00:00,2.472000005,0.55549999325,6.211499959999999,3.955249995,5.163999974999999,2.9525000450000003,2.80549997,2.5360000124999997,10.88875007,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,-2,2,-2,28,57,80,0.0,1020,2,10,307,18,HU1
2016-04-24 07:00:00,4.13899994,0.8637500247500001,10.544499937500001,4.6777500525,8.97749997,4.6277500400000005,4.777750015,4.22475004,16.5,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,-1,4,-1,27,56,74,0.0,1020,4,10,315,20,HU1
2016-04-24 08:00:00,5.249749899999999,1.4305,15.811249925000002,5.022000105,12.460999975,6.1305000775,6.5554999125,5.1307499425,23.222250000000003,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,1,5,1,27,55,69,0.0,1020,5,10,324,21,HU1
2016-04-24 09:00:00,5.61100006,1.4527499975,15.630499925,5.591750084999999,11.76125,6.405499935,6.305500029999999,5.66100001,24.694250099999998,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,2,6,2,27,54,63,0.0,1020,6,10,333,23,HU1
2016-04-24 10:00:00,4.4445000875,1.58075002,13.08349995,5.5555000025,11.122250075,6.0832500475,5.694750070000001,4.5387499325,21.860750175,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,3,7,3,24,69,61,0.0,1020,7,10,334,21,HU1
2016-04-24 11:00:00,4.194250105,1.3334999674999999,13.052999925,4.7804999925,10.224999892500001,5.39475,5.19449997,4.2917500749999995,20.25,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,4,7,4,22,84,59,0.0,1020,7,10,336,19,HU1
2016-04-24 12:00:00,4.0000000600000005,1.361500025,11.102750075,4.6749999525,9.1499998575,5.18875003,4.77799988,4.1417499775,18.472249974999997,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,5,8,5,19,99,58,0.0,1020,8,10,337,17,HU1
2016-04-24 13:00:00,3.5554999725,1.0554999997499999,9.9080000475,4.675249995,8.297249795,4.4442499875,4.77799988,3.73049998,17.250000025,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,5,8,5,21,88,57,0.0,1019,8,10,341,18,HU1
2016-04-24 14:00:00,4.138750075000001,1.1280000225000002,10.1580000575,4.8142499325,8.463750122499999,4.733249905,4.30524993,3.7247499824999997,17.08325005,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,5,8,5,22,76,57,0.0,1019,8,10,344,18,HU1
2016-04-24 15:00:00,4.583250045,1.236,11.114000027500001,4.9415000075,9.591749884999999,4.3999999725,4.75,4.38325006,17.583499924999998,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,5,8,5,23,65,56,0.0,1019,8,10,347,19,HU1
2016-04-24 16:00:00,4.7224999675,1.3249999875,12.105499900000002,5.227999985,9.897249930000001,5.8665000175,4.9167500725,4.597249982499999,18.861249925,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,5,7,5,19,76,60,0.0,1019,7,10,238,16,HU1
2016-04-24 17:00:00,5.2222501025,1.2000000165,13.358249950000001,5.530750005,10.8612499,5.2557500575,6.3890000575000006,4.55524999,19.75,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,5,7,5,15,88,63,0.0,1019,7,10,130,12,HU1
2016-04-24 18:00:00,5.083250045,1.330499975,11.76124985,5.6000000875,10.9777501,5.763750075,6.944250105,4.54999995,20.527750025,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,4,6,4,12,100,67,0.0,1019,6,10,21,8,HU1
2016-04-24 19:00:00,4.44450003,1.0804999927499999,10.6254999125,5.18024999,10.4082500875,4.6472500575,5.361249925,3.933499935,18.305749900000002,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,3,5,3,12,100,69,0.0,1018,5,10,88,7,HU1
2016-04-24 20:00:00,3.50000006,1.01650002575,8.0195000475,4.25824997,7.713749885,3.966499985,3.63900006,3.1887499675,15.25,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,2,4,2,12,100,71,0.0,1018,4,10,155,7,HU1
2016-04-24 21:00:00,3.027749955,0.575000003,7.005250185,3.5499999825,5.647250057499999,3.2304999825,3.222249985,3.19174999,11.972249999999999,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,1,3,1,12,100,73,0.0,1017,3,10,222,6,HU1
2016-04-24 22:00:00,2.2499999375,0.324749999,5.066749962499999,2.8779999925000004,3.5582501300000002,2.602749945,2.1942500475,2.1859999575,8.694250095,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,-1,1,3,1,18,100,76,0.0,1016,3,10,218,9,HU1
2016-04-24 23:00:00,1.6947500425,0.11950000175,3.8422500625,2.2412499625000004,2.347249985,1.8835000099999997,1.3887499875,1.7417500025000001,6.33324981,8,1,0.0,11.4,1,76,10:36 PM,07:07 AM,05:40 AM,08:20 PM,0,0,3,0,24,100,79,0.0,1016,3,10,213,13,HU1
2016-04-25 00:00:00,1.6392500425,0.07500000125,3.271500125,2.0062500125000002,1.9832499600000002,1.644250005,0.9722499845000001,1.583250015,4.7502499825,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,1,0,4,0,30,100,82,0.0,1015,4,10,209,16,HU1
2016-04-25 01:00:00,1.4442499875,0.0640000015,3.0279998949999998,1.8332500299999999,1.838999985,1.5000000025,0.8057499975,1.50275001,4.36100006,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,2,0,4,0,31,80,86,0.0,1014,4,10,229,18,HU1
2016-04-25 02:00:00,1.36074999,0.0585000015,2.9862498925,1.8472500150000002,1.8027499925,1.5222499975,0.8057499975,1.4889999950000001,4.1665000899999995,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,2,0,4,0,33,60,89,0.0,1013,4,10,249,19,HU1
2016-04-25 03:00:00,1.5002499775000002,0.07225000125,3.0307499025,1.802750005,1.8472499850000001,1.5442500149999998,0.8612499985000001,1.5722500099999999,4.30575013,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,0,4,0,35,40,92,0.0,1012,4,10,269,21,HU1
2016-04-25 04:00:00,1.6947500425,0.14450000225,3.900000005,1.87799999,2.69449997,1.7554999875,1.4444999999999997,1.6780000350000002,5.777750015,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,1,4,1,30,41,91,0.0,1011,4,10,278,18,HU1
2016-04-25 05:00:00,2.4997499575,0.583250001,6.2972498974999995,2.7862500075,6.13900006,2.9697499874999997,3.555499975,2.469500035,10.388999935000001,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,1,5,1,25,42,89,0.0,1010,5,10,287,15,HU1
2016-04-25 06:00:00,5.0275000325,1.2167499957499999,10.530749867499999,4.19174999,9.9389999075,5.19175005,5.2777500150000005,3.7277500025,17.30550005,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,2,5,2,20,43,87,0.0,1010,5,10,297,13,HU1
2016-04-25 07:00:00,5.194499970000001,1.188749999,12.48625005,4.79149994,10.619500175,4.9225000125000005,5.38899994,4.18600011,19.888999925,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,3,6,3,21,54,81,0.0,1009,6,10,305,15,HU1
2016-04-25 08:00:00,5.19449997,1.12775001,13.002750025000001,4.74724999,10.0972499975,4.977749825,4.666750072499999,3.5112500175,19.305500025,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,4,7,4,21,65,75,0.0,1008,7,10,314,17,HU1
2016-04-25 09:00:00,6.082999944999999,1.1137499825,13.58574995,4.6920000625,9.208250045,4.855749964999999,4.2220000025,3.580500005,18.91674995,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,5,8,5,22,75,69,0.0,1008,8,10,322,19,HU1
2016-04-25 10:00:00,4.69449997,0.94474999525,11.941249975000002,4.7254999875,7.7777498975,4.567000030000001,3.8610000049999997,2.7915000325,17.222000100000002,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,5,8,5,24,83,71,0.0,1008,8,10,333,20,HU1
2016-04-25 11:00:00,3.7220000000000004,0.86674998775,10.69975015,4.3832500275,7.1582500925,4.355500044999999,3.3889999975,2.7919999950000003,15.361249925,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,4,7,4,26,92,74,0.0,1007,7,10,343,21,HU1
2016-04-25 12:00:00,3.666750015,0.89449998675,9.56125001,4.438750000000001,6.75,3.5362500550000004,2.8612499849999997,2.724999965,14.444250075,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,3,3,7,3,29,100,76,0.0,1007,7,10,354,22,HU1
2016-04-25 13:00:00,4.194500147499999,1.2109999975,10.847249999999999,4.6527500175,6.4832499025,3.966499985,3.083250045,2.6862499724999997,13.472249999999999,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,2,3,7,3,32,100,71,0.0,1007,6,10,352,24,HU1
2016-04-25 14:00:00,3.8335000275,1.0692500164999998,10.597499950000001,4.2914999725,6.0582499499999996,4.0889999875,2.750250045,3.19174999,13.861249925,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,0,2,6,2,35,100,66,0.0,1007,6,10,350,26,HU1
2016-04-25 15:00:00,4.3052500475,0.9747500285000001,11.555250124999999,4.6389999675,7.4944999225,4.161000012500001,3.638749955,3.486,15.388750074999997,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,-1,2,6,2,38,100,61,0.0,1007,6,10,349,28,HU1
2016-04-25 16:00:00,4.4442499875,0.9890000055,11.380250125,5.2584999525,8.3585001225,4.7944999925000005,4.944500087500001,4.0027501,17.861000075,8,2,0.0,11.4,2,68,11:34 PM,07:41 AM,05:38 AM,08:22 PM,-1,2,6,2,32,73,61,0.0,1007,6,10,334,23,HU1
